id,sentence,type
aj_423,us lawmakers slam icc prosecutors israel arrest warrant requests republican legislators threaten consequences against international criminal court officials including travel bans,pro-israeli
aj_426,brussels belgium  elections for the european parliament traditionally focus on issues such as the cost of living farm policies climate change and the european unions migration policy,pro-palestinian
aj_427,you can continue to follow our coverage of the war in gaza here,pro-palestinian
aj_432,world central kitchen is known for feeding people around the world,pro-palestinian
aj_432,why did israel open fire on its workers,pro-israeli
aj_434,israels knesset advances contentious ultraorthodox conscription law farright religious parties are backing the bill with a view to inserting changes and limiting conscription,pro-israeli
aj_434,the israeli knesset has voted to revive a bill that would end exemption on military conscription for some ultraorthodox religious students,pro-israeli
aj_436,but in many ways that experience pales in comparison to the calamity now unfolding in gaza,pro-palestinian
aj_437,biden delivers address at morehouse college amid anger over gaza war the historically black college is one of several us universities to hold protests demanding an end to the killings in gaza,pro-palestinian
aj_438,palestinian politician mustafa barghouti and us professor ian lustick dissect bidens refusal to end the war in gaza,pro-palestinian
aj_442,palestinian municipal authorities have declared the cities of jabalia and beit hanoon in the northern gaza strip disaster areas,pro-palestinian
aj_448,columbia university has begun suspending student demonstrators after they defied an ultimatum to disperse,pro-palestinian
aj_449,a little girl in pink pyjamas has been settled on a bloodied bed at kuwait specialty hospital in gazas southern city of rafah her face bewildered as she blinks repeatedly,pro-palestinian
aj_450,university students are challenging the political establishment on university campuses across the country,pro-palestinian
aj_451,egypts elsisi reappoints pm madbouly orders him to form new cabinet president says new government must tackle local and international issues,pro-palestinian
aj_451,egyptian president abdel fattah elsisi has reappointed prime minister mostafa madbouly to form a new government,pro-palestinian
aj_452,iran says it was retaliation for israels attack on its damascus consulate which killed iranian generals,pro-israeli
aj_453,why was israel forced to change its song entry for eurovision,pro-israeli
aj_453,the song contest prides itself on being nonpolitical but israels inclusion threatens to overshadow the music this year,pro-israeli
aj_453,for many there is no annual event quite like eurovision the international singing contest extravaganza that attracts millions of viewers and features everything from power ballads and punk rock to death metal and folk dancing,pro-palestinian
aj_455,what have palestine activists in germany been facing,pro-palestinian
aj_457,you can continue to follow our coverage of the war in gaza here,pro-palestinian
aj_462,you can continue to follow our coverage of the war in gaza here,pro-palestinian
aj_466,norway spain ireland to recognise palestinian state we want to raise the voice of those who still believe in a peaceful nonviolent solution norwegian foreign minister espen barth eide told al jazeera,pro-palestinian
aj_466,the three european countries will formalise their decision on may 28,pro-palestinian
aj_467,you can continue to follow our coverage of the war in gaza here,pro-palestinian
aj_468,the nypd arrested around 300 college protesters from columbia and cuny after  hamilton hall was occupied and renamed hind hall,pro-palestinian
aj_471,over the past eight months like many people around the world i have been starting my day by checking the news from gaza and the rest of palestine,pro-palestinian
aj_471,i rely on the reports from people on the ground in gaza mostly on social media to get reliable information about what is happening,pro-palestinian
aj_474,you can continue to follow our coverage of the war in gaza here,pro-palestinian
aj_475,heres how things stand on sunday april 7 2024,pro-palestinian
aj_476,when on may 10 the united nations general assembly unga voted overwhelmingly in favour of resolution es1023 relating to palestines membership application some media qualified it as support for palestinian statehood,pro-palestinian
aj_476,this seeming confusion follows the united states governments talking points conflating statehood with membership and claiming this would hurt peace efforts,pro-palestinian
aj_476,that is however not the case the resolution addressed the question of membership in the un and not of palestines statehood,pro-palestinian
aj_478,mujahed abadi says has not been able to sleep since israeli forces shot him beat him and strapped him to the hood of a military vehicle two days ago apparently using him as a human shield,pro-israeli
